invoice_number,invoice_date,due_date,payment_date,vendor_id,po_number,gr_number,invoice_amount,tax_amount,total_amount,invoice_status,cost_centre,department,composite_risk_score,risk_tier,ml_component,rule_component,value_component,rule_triggered,rule_risk_score,full_explanation,tier_recommended_action,anomaly_flag,anomaly_type,iso_score,ae_score,ensemble_score,feat_amount_zscore,feat_invoice_to_po_ratio,feat_vendor_age_days,feat_days_to_payment,feat_after_hours,feat_no_po,feat_round_number,shap_explanation
INV0012333,2022-07-05 12:35:00,2022-09-03 17:47:00,2022-09-04 17:47:00,VEND0135,PO019325,GR012333,5055928.7,910067.17,5965995.87,Paid,CC017,Operations,61.5,High,40.22380849776368,60.0,97.67378984686628,Near-Duplicate Invoice,6.0,"Invoice INV0012333 (₹5,055,929) is 1.8% different from invoice INV0012102 (₹5,148,729) from the same vendor, posted 1 days apart. Small amount difference may be deliberate to evade exact duplicate detection.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,0,Normal,0.6101236913329683,0.2272874825374069,0.3351696632140906,1.581273548144489,1.01118574,40,61.0,0,0,0,No single dominant risk factor identified.
INV0012871,2023-05-19 13:11:00,2023-08-04 17:18:00,2023-08-10 17:18:00,VEND0083,PO018104,GR011571,1891292.35,340432.62,2231724.97,Paid,CC007,Procurement,62.4,High,33.663523241469626,80.0,83.64339221442397,Exact Duplicate Invoice,8.0,"Invoice INV0012871 from vendor VEND0083 for ₹1,891,292 appears to be an exact duplicate of INV0011571 posted 11 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5724126139432083,0.3239744976634103,0.2805059419517143,-0.8502867112462066,1.0183186701958904,447,83.0,0,0,0,No single dominant risk factor identified.
INV0012876,2022-11-06 12:38:00,2022-11-15 16:11:00,2022-11-17 16:11:00,VEND0246,PO011004,GR006991,517066.8,93072.02,610138.82,Paid,CC010,Sales,57.7,High,33.430859558673696,80.0,65.13917600579447,Exact Duplicate Invoice,8.0,"Invoice INV0012876 from vendor VEND0246 for ₹517,067 appears to be an exact duplicate of INV0006991 posted 20 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5710941552965103,0.2791611916557238,0.2785672666948674,-0.2322538203221593,0.9747347829153972,182,11.0,1,0,0,This invoice was flagged primarily because the invoice amount is -0.2 standard deviations from this vendor's historical average.
INV0012881,2022-03-06 12:19:00,2022-04-20 17:57:00,2022-04-28 17:57:00,VEND0096,PO010565,GR006714,414605.57,74629.0,489234.57,Paid,CC016,Legal,55.7,High,30.50409827245944,80.0,61.988025879842255,Exact Duplicate Invoice,8.0,"Invoice INV0012881 from vendor VEND0096 for ₹414,606 appears to be an exact duplicate of INV0006714 posted 13 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5543126026358542,0.214003410749642,0.2541799638717722,-0.4315357996057394,1.0145613288822766,0,53.0,1,0,0,This invoice was flagged primarily because the invoice amount is -0.4 standard deviations from this vendor's historical average.
INV0012892,2022-04-10 14:01:00,2022-04-20 13:48:00,2022-04-27 13:48:00,VEND0076,PO013948,GR008899,129517.36,23313.12,152830.48,Paid,CC014,Admin,55.1,High,39.49756832534472,80.0,45.38631996315959,Exact Duplicate Invoice,8.0,"Invoice INV0012892 from vendor VEND0076 for ₹129,517 appears to be an exact duplicate of INV0008899 posted 20 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.6059030386300657,0.3547435681228706,0.3291182509959158,-0.4402391602667564,1.0230093327018643,30,16.0,1,0,0,No single dominant risk factor identified.
INV0012901,2023-09-02 09:12:00,2023-09-26 16:35:00,2023-10-03 16:35:00,VEND0270,PO001492,GR000912,2807588.91,505366.0,3312954.91,Paid,CC011,Sales,63.5,High,33.029596889240466,80.0,89.28045276522856,Exact Duplicate Invoice,8.0,"Invoice INV0012901 from vendor VEND0270 for ₹2,807,589 appears to be an exact duplicate of INV0000912 posted 5 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5688175404663524,0.2088358140826827,0.2752237366717102,-0.1269079129220111,0.9819657067582868,514,31.0,1,0,0,This invoice was flagged primarily because the amount's leading digit deviates from the expected Benford's Law distribution.
INV0012913,2023-06-27 15:16:00,2023-08-31 08:35:00,2023-08-30 08:35:00,VEND0149,PO004682,GR002976,1718516.0,309332.88,2027848.88,Paid,CC001,Procurement,59.5,High,27.32363576585984,80.0,82.27646484763443,Exact Duplicate Invoice,8.0,"Invoice INV0012913 from vendor VEND0149 for ₹1,718,516 appears to be an exact duplicate of INV0002976 posted 25 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5360207676330647,0.2845035592461915,0.2276786900469185,-0.7623988509561738,0.9708640013714108,509,63.0,0,0,0,No single dominant risk factor identified.
INV0012918,2023-04-15 14:57:00,2023-05-14 09:26:00,2023-05-12 09:26:00,VEND0028,PO004036,GR002552,336840.0,60631.2,397471.2,Paid,CC012,Operations,55.3,High,31.24038164218833,80.0,59.0241509816713,Exact Duplicate Invoice,8.0,"Invoice INV0012918 from vendor VEND0028 for ₹336,840 appears to be an exact duplicate of INV0002552 posted 16 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5585506624659099,0.1888797428892125,0.2603150612525406,0.9717450538422304,1.020371472286921,467,26.0,1,0,0,This invoice was flagged primarily because this vendor submitted 3 invoices in the same month.
INV0012919,2022-03-23 14:19:00,2022-05-20 09:10:00,2022-05-17 09:10:00,VEND0219,PO012698,GR008095,2745958.3,494272.49,3240230.79,Paid,CC016,Finance,60.5,High,25.672426089754907,80.0,88.96374607780139,Exact Duplicate Invoice,8.0,"Invoice INV0012919 from vendor VEND0219 for ₹2,745,958 appears to be an exact duplicate of INV0008095 posted 2 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5266034985524287,0.1194374441718788,0.2139199490845891,-0.3733548245989434,0.9941600896843046,0,54.0,0,0,0,This invoice was flagged primarily because the amount's leading digit deviates from the expected Benford's Law distribution.
INV0012924,2023-02-04 17:04:00,2023-03-05 08:02:00,2023-03-03 08:02:00,VEND0243,PO011152,GR007086,805739.63,145033.13,950772.76,Paid,CC004,Sales,58.9,High,32.58567635698641,80.0,71.46858621207193,Exact Duplicate Invoice,8.0,"Invoice INV0012924 from vendor VEND0243 for ₹805,740 appears to be an exact duplicate of INV0007086 posted 1 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5662866025894772,0.1622884079904334,0.2715247590678781,1.6682607644594758,1.0071745375,321,26.0,1,0,0,No single dominant risk factor identified.
INV0012927,2023-12-16 10:52:00,2024-01-17 17:10:00,2024-01-27 17:10:00,VEND0147,PO005388,GR003418,1608585.72,289545.43,1898131.15,Paid,CC006,Operations,65.1,High,41.91964873149191,80.0,81.33322384561072,Exact Duplicate Invoice,8.0,"Invoice INV0012927 from vendor VEND0147 for ₹1,608,586 appears to be an exact duplicate of INV0003418 posted 12 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.6198626774159313,0.226092985513341,0.3493002892799471,0.6788097643569491,1.0190188771787043,701,42.0,1,0,0,No single dominant risk factor identified.
INV0012929,2022-05-06 10:23:00,2022-05-12 18:32:00,2022-05-08 18:32:00,VEND0065,PO004584,GR002916,1386963.67,249653.46,1636617.13,Paid,CC001,Legal,56.1,High,20.668490867011016,80.0,79.21805994784428,Exact Duplicate Invoice,8.0,"Invoice INV0012929 from vendor VEND0065 for ₹1,386,964 appears to be an exact duplicate of INV0002916 posted 24 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.4978146581587308,0.2548648060485485,0.1722245487254926,0.3561248776974949,1.0066959153241313,46,2.0,0,0,0,No single dominant risk factor identified.
INV0012930,2023-07-26 13:16:00,2023-08-16 17:30:00,,VEND0094,PO011943,GR007597,5067128.08,912083.05,5979211.13,Open,CC004,Legal,63.9,High,28.622400416475863,80.0,97.70536140107323,Exact Duplicate Invoice,8.0,"Invoice INV0012930 from vendor VEND0094 for ₹5,067,128 appears to be an exact duplicate of INV0007597 posted 9 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5435582968456384,0.0830867063766271,0.2385006750785279,1.5952919562672914,1.013425616,452,90.0,0,0,0,No single dominant risk factor identified.
INV0012934,2022-04-09 18:12:00,2022-04-15 16:48:00,2022-04-14 16:48:00,VEND0131,PO016299,GR010379,1986373.11,357547.16,2343920.27,Paid,CC001,R&D,67.8,High,46.79563284381085,80.0,84.34327079960624,Exact Duplicate Invoice,8.0,"Invoice INV0012934 from vendor VEND0131 for ₹1,986,373 appears to be an exact duplicate of INV0010379 posted 24 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.647744315016183,0.5288767702284819,0.3899295341957616,1.589926955831782,0.993186555,90,4.0,1,0,0,No single dominant risk factor identified.
INV0012939,2022-11-12 09:57:00,2022-12-09 11:14:00,2022-12-04 11:14:00,VEND0118,PO011645,GR007408,469211.29,84458.03,553669.32,Paid,CC017,Legal,56.5,High,31.39098581646725,80.0,63.75342113215059,Exact Duplicate Invoice,8.0,"Invoice INV0012939 from vendor VEND0118 for ₹469,211 appears to be an exact duplicate of INV0007408 posted 3 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.55940541807582,0.2145537867820903,0.2615699738488846,-0.2084998401139797,0.9835395453666405,238,22.0,1,0,0,This invoice was flagged primarily because the invoice amount is -0.2 standard deviations from this vendor's historical average.
INV0012946,2023-06-06 10:24:00,2023-08-19 10:25:00,2023-08-20 10:25:00,VEND0104,PO013286,GR008462,2345347.54,422162.56,2767510.1,Paid,CC016,Sales,60.6,High,27.40816741570331,80.0,86.71362689861654,Exact Duplicate Invoice,8.0,"Invoice INV0012946 from vendor VEND0104 for ₹2,345,348 appears to be an exact duplicate of INV0008462 posted 15 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5365466819623825,0.1816200858412876,0.2283830518794256,-0.36858310097852,0.9909866200208316,499,75.0,0,0,0,This invoice was flagged primarily because the amount's leading digit deviates from the expected Benford's Law distribution.
INV0012948,2022-12-31 14:34:00,2023-01-22 16:35:00,2023-01-23 16:35:00,VEND0081,PO006640,GR004204,174050.45,31329.08,205379.53,Paid,CC003,R&D,55.1,High,36.74377112940638,80.0,49.60311643258859,Exact Duplicate Invoice,8.0,"Invoice INV0012948 from vendor VEND0081 for ₹174,050 appears to be an exact duplicate of INV0004204 posted 23 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5901362025272505,0.2350619619833777,0.3061721752612573,-0.5289869038738126,0.9844450727732382,242,23.0,1,0,0,No single dominant risk factor identified.
INV0012951,2022-10-08 12:52:00,2022-10-23 17:31:00,2022-10-29 17:31:00,VEND0101,PO000792,GR000482,441135.47,79404.38,520539.85,Paid,CC013,Admin,57.3,High,33.9696921119955,80.0,62.8730293968171,Exact Duplicate Invoice,8.0,"Invoice INV0012951 from vendor VEND0101 for ₹441,135 appears to be an exact duplicate of INV0000482 posted 15 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5741218512617442,0.448412385015573,0.2830571008028612,1.2797199522947489,0.9784910751421386,163,21.0,1,0,0,No single dominant risk factor identified.
INV0012954,2023-06-25 18:40:00,2023-09-06 08:05:00,2023-09-08 08:05:00,VEND0246,PO004806,GR003060,371868.35,66936.3,438804.65,Paid,CC009,Finance,56.1,High,32.59153306943386,80.0,60.43577320089077,Exact Duplicate Invoice,8.0,"Invoice INV0012954 from vendor VEND0246 for ₹371,868 appears to be an exact duplicate of INV0003060 posted 17 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.566299358078366,0.2153448558454277,0.2715735602532281,-0.8176038066439199,0.9707755504340329,413,74.0,1,0,0,This invoice was flagged primarily because this single invoice consumes 1.4% of its cost centre's annual budget.
INV0012957,2023-04-02 11:13:00,2023-04-26 16:24:00,2023-04-23 16:24:00,VEND0083,PO003574,GR002257,1309024.59,235624.43,1544649.02,Paid,CC002,Legal,62.4,High,37.11455692343446,80.0,78.39283651964963,Exact Duplicate Invoice,8.0,"Invoice INV0012957 from vendor VEND0083 for ₹1,309,025 appears to be an exact duplicate of INV0002257 posted 20 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5922578996212116,0.2543099295681864,0.3092617560494332,-1.2289231428809653,1.0009077045399817,400,21.0,1,0,0,No single dominant risk factor identified.
INV0012958,2023-01-14 12:10:00,2023-02-22 16:06:00,,VEND0203,PO012464,GR007933,189177.55,34051.96,223229.51,Open,CC010,Operations,55.5,High,36.89004912533141,80.0,50.79227234100725,Exact Duplicate Invoice,8.0,"Invoice INV0012958 from vendor VEND0203 for ₹189,178 appears to be an exact duplicate of INV0007933 posted 19 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5909619790345086,0.2712461222977928,0.3073910398812665,-1.185968344009243,0.9811981269962128,287,90.0,1,0,0,No single dominant risk factor identified.
INV0012959,2022-07-07 09:31:00,2022-08-13 12:55:00,2022-08-13 12:55:00,VEND0135,PO017951,GR011464,2414828.69,434669.16,2849497.85,Paid,CC016,Finance,64.3,High,36.21489696792738,80.0,87.13019709226701,Exact Duplicate Invoice,8.0,"Invoice INV0012959 from vendor VEND0135 for ₹2,414,829 appears to be an exact duplicate of INV0011464 posted 8 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.5871068023700191,0.2154742203010581,0.301765319672436,-0.1885971938088357,0.9702627678059969,42,37.0,0,0,0,This invoice was flagged primarily because the amount's leading digit deviates from the expected Benford's Law distribution.
INV0012961,2023-12-31 17:54:00,2024-01-24 10:20:00,2024-01-24 10:20:00,VEND0006,PO000848,GR000523,807706.59,145387.19,953093.78,Paid,CC013,Legal,63.6,High,44.41023791978766,80.0,71.50337619965416,Exact Duplicate Invoice,8.0,"Invoice INV0012961 from vendor VEND0006 for ₹807,707 appears to be an exact duplicate of INV0000523 posted 6 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.6341890369997908,0.1652892245567171,0.3700531784988218,1.4685982657904415,1.0096332375,711,23.0,1,0,0,No single dominant risk factor identified.
INV0012962,2022-05-01 14:15:00,2022-05-12 15:27:00,2022-05-12 15:27:00,VEND0244,PO008413,GR005345,185544.6,33398.03,218942.63,Paid,CC006,Admin,58.1,High,43.58358527167666,80.0,50.51559416263962,Exact Duplicate Invoice,8.0,"Invoice INV0012962 from vendor VEND0244 for ₹185,545 appears to be an exact duplicate of INV0005345 posted 19 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.6293723810567385,0.3419853922797162,0.3631650771172864,-1.6366771939886064,1.022282213529372,119,11.0,1,0,0,No single dominant risk factor identified.
INV0012985,2023-06-19 08:27:00,2023-08-28 15:54:00,2023-09-02 15:54:00,VEND0219,PO015859,GR010106,5074866.83,913476.03,5988342.86,Paid,CC020,R&D,67.5,High,37.63450962093192,80.0,97.72713654278364,Exact Duplicate Invoice,8.0,"Invoice INV0012985 from vendor VEND0219 for ₹5,074,867 appears to be an exact duplicate of INV0010106 posted 20 days earlier with the same vendor invoice reference number.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Duplicate Invoice,0.595225476568492,0.3008129162608949,0.3135942733433043,1.5204493327000463,1.014973366,399,75.0,0,0,0,No single dominant risk factor identified.
INV0012995,2022-11-12 16:52:00,2022-11-28 11:58:00,2022-11-25 11:58:00,VEND0169,PO004625,GR002942,1103672.96,195015.38,1302334.09,Paid,CC009,Admin,55.3,High,38.232161906514335,60.0,75.95805226548735,Near-Duplicate Invoice,6.0,"Invoice INV0012995 (₹1,103,673) is 1.9% different from invoice INV0002942 (₹1,083,419) from the same vendor, posted 12 days apart. Small amount difference may be deliberate to evade exact duplicate detection.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Near-Duplicate Invoice,0.5986394992378136,0.3466836041122494,0.3185742241647347,0.0576917406064562,1.020755141653986,242,12.0,1,0,0,No single dominant risk factor identified.
INV0013018,2023-05-13 18:32:00,2023-05-27 15:58:00,2023-05-27 15:58:00,VEND0054,PO004339,GR002746,2078002.39,370637.43,2452042.82,Paid,CC014,Sales,57.7,High,38.57884159871934,60.0,84.98673944782938,Near-Duplicate Invoice,6.0,"Invoice INV0013018 (₹2,078,002) is 0.9% different from invoice INV0002746 (₹2,059,097) from the same vendor, posted 16 days apart. Small amount difference may be deliberate to evade exact duplicate detection.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Near-Duplicate Invoice,0.6006410249994523,0.3195260400882647,0.3214629403289959,1.5931320983015715,1.039001195,350,13.0,1,0,0,No single dominant risk factor identified.
INV0013019,2022-08-20 14:02:00,2022-09-12 15:49:00,2022-09-16 15:49:00,VEND0160,PO013267,GR008451,1023270.79,187520.19,1207459.53,Paid,CC010,Admin,55.0,High,38.29311350835711,60.0,74.87877777434699,Near-Duplicate Invoice,6.0,"Invoice INV0013019 (₹1,023,271) is 1.8% different from invoice INV0008451 (₹1,041,779) from the same vendor, posted 5 days apart. Small amount difference may be deliberate to evade exact duplicate detection.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Near-Duplicate Invoice,0.599033101894498,0.2359247513201333,0.3190821047283782,-0.1033518485792822,0.9843879578585656,183,27.0,1,0,0,No single dominant risk factor identified.
INV0013036,2023-07-09 17:10:00,2023-08-20 08:01:00,2023-08-25 08:01:00,VEND0233,PO005647,GR003571,5013187.24,920521.03,5915560.94,Paid,CC019,Sales,58.2,High,31.998626039701765,60.0,97.55265360489156,Near-Duplicate Invoice,6.0,"Invoice INV0013036 (₹5,013,187) is 2.0% different from invoice INV0003571 (₹5,114,006) from the same vendor, posted 3 days apart. Small amount difference may be deliberate to evade exact duplicate detection.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Near-Duplicate Invoice,0.562920878670843,0.1483981857543294,0.2666331493805937,1.6987852917481665,1.002637448,508,46.0,1,0,0,No single dominant risk factor identified.
INV0013047,2022-09-10 17:29:00,2022-10-27 11:52:00,,VEND0149,PO009626,GR006116,3208674.65,572147.25,3786236.09,Open,CC005,Sales,56.9,High,32.840445253404454,60.0,91.18577498603624,Near-Duplicate Invoice,6.0,"Invoice INV0013047 (₹3,208,675) is 0.9% different from invoice INV0006116 (₹3,178,596) from the same vendor, posted 12 days apart. Small amount difference may be deliberate to evade exact duplicate detection.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Near-Duplicate Invoice,0.5677334127024972,0.2035176993641085,0.2736476265036741,0.3737643781904656,1.0000166644789148,219,90.0,1,0,0,No single dominant risk factor identified.
INV0013057,2023-01-14 08:59:00,2023-01-23 11:37:00,2023-01-25 11:37:00,VEND0048,PO018667,GR011910,1989305.48,362302.92,2347380.47,Paid,CC017,Admin,59.4,High,43.35402151143023,60.0,84.36431928855185,Near-Duplicate Invoice,6.0,"Invoice INV0013057 (₹1,989,305) is 0.9% different from invoice INV0002961 (₹2,006,819) from the same vendor, posted 18 days apart. Small amount difference may be deliberate to evade exact duplicate detection.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Near-Duplicate Invoice,0.6280650963140142,0.3140153912957803,0.3612522320332995,1.2347400527953545,0.99465274,320,11.0,1,0,0,No single dominant risk factor identified.
INV0013059,2022-02-27 10:45:00,2022-03-13 17:44:00,2022-03-12 17:44:00,VEND0002,PO005491,GR003480,1991003.79,354468.4,2349384.47,Paid,CC015,HR,59.3,High,42.89321903531836,60.0,84.37649553751912,New Vendor Fast Payment,6.0,"Invoice INV0013059 for ₹1,991,004 was received from vendor VEND0002 only -51 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Near-Duplicate Invoice,0.625402919704284,0.3546178271586162,0.3574125852607716,1.4567026981791142,0.995501895,0,13.0,1,0,0,No single dominant risk factor identified.
INV0013069,2022-01-24 08:18:00,2022-02-22 13:39:00,,VEND0289,PO007051,GR004482,1614119.3,290541.47,1904660.77,Blocked,CC016,Operations,55.7,High,35.789938915029744,60.0,81.38222421537994,New Vendor Fast Payment,6.0,"Invoice INV0013069 for ₹1,614,119 was received from vendor VEND0289 only -8 days after the vendor was created in the system. New vendors transacting immediately are a primary ghost vendor indicator.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5835151899523348,3.1412172571195422,0.2982243473451258,-1.0407926117821282,1.16561078126748,0,90.0,0,0,0,No single dominant risk factor identified.
INV0013074,2023-11-07 17:17:00,2023-12-07 11:08:00,,VEND0114,PO011772,GR007479,5951187.49,1071213.75,7022401.24,Blocked,CC007,R&D,61.2,High,46.66542176100806,50.0,99.99999999857312,Three-Way Match Failure,5.0,"Invoice INV0013074 amount ₹5,951,187 is 19.0% OVER the PO value ₹5,000,000, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.6445806811618288,6.668502562467604,0.3888445474829087,2.391915536080161,1.190237498,597,90.0,0,0,0,No single dominant risk factor identified.
INV0013081,2023-07-04 13:26:00,2023-08-03 13:42:00,,VEND0222,PO013585,GR008652,1342291.96,241612.55,1583904.51,Blocked,CC017,IT,58.0,High,34.40922969290173,70.0,78.75092711398564,Three-Way Match Failure,7.0,"Invoice INV0013081 amount ₹1,342,292 is 34.2% OVER the PO value ₹1,000,000, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5725095360988168,10.96047977386908,0.2867195573681372,2.426078914361716,1.34229196,447,90.0,0,0,0,No single dominant risk factor identified.
INV0013084,2022-08-05 13:59:00,2022-09-04 17:21:00,,VEND0008,PO007950,GR005055,2024915.12,364484.72,2389399.84,Blocked,CC013,Operations,57.7,High,30.178483219541757,70.0,84.6174769564938,Three-Way Match Failure,7.0,"Invoice INV0013084 amount ₹2,024,915 is 24.5% OVER the PO value ₹1,626,731, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5502853965315437,5.696554422478609,0.2514667692779168,1.5018887868839657,1.244775983336638,92,90.0,0,0,0,No single dominant risk factor identified.
INV0013102,2022-06-27 13:26:00,2022-07-25 08:26:00,,VEND0233,PO008544,GR005426,3625993.84,652678.89,4278672.73,Blocked,CC018,Legal,55.0,High,35.664074107729896,50.0,92.9304113729214,Three-Way Match Failure,5.0,"Invoice INV0013102 amount ₹3,625,994 is 15.0% OVER the PO value ₹3,153,988, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5830866598150884,2.393397801087019,0.2971755760685444,0.6354001784924533,1.1496536283675491,131,90.0,0,0,0,No single dominant risk factor identified.
INV0013109,2023-08-21 12:55:00,2023-09-20 15:30:00,,VEND0245,PO012136,GR007725,4739213.45,853058.42,5592271.87,Blocked,CC011,IT,55.6,High,34.82471037131468,50.0,96.75074431607143,Three-Way Match Failure,5.0,"Invoice INV0013109 amount ₹4,739,213 is 19.9% OVER the PO value ₹3,953,822, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5774900999459968,4.366602916671122,0.2901815592639965,1.301334212119098,1.1986411198572338,532,90.0,0,0,0,No single dominant risk factor identified.
INV0013113,2022-06-15 16:11:00,2022-07-15 08:16:00,,VEND0145,PO014876,GR009481,1361313.27,245036.39,1606349.66,Blocked,CC019,R&D,58.3,High,35.04970466781738,70.0,78.95170577463533,Three-Way Match Failure,7.0,"Invoice INV0013113 amount ₹1,361,313 is 24.4% UNDER the PO value ₹1,800,619, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5785185012486094,5.036628643288575,0.2920563291907841,-0.9644463076910949,0.756025358686051,85,90.0,0,0,0,No single dominant risk factor identified.
INV0013142,2023-08-30 12:26:00,2023-09-29 10:24:00,,VEND0253,PO006131,,1181090.89,212596.36,1393687.25,Blocked,CC014,Finance,56.8,High,32.58075482575005,70.0,76.92539352894457,Three-Way Match Failure,7.0,"Invoice INV0013142 amount ₹1,181,091 is 32.9% OVER the PO value ₹888,587, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5622627829350373,10.316425514381024,0.2714837503005489,2.4016220844380443,1.32917844918194,456,90.0,0,0,0,No single dominant risk factor identified.
INV0013144,2022-10-24 12:40:00,2022-11-23 09:02:00,,VEND0048,PO008795,GR005589,1718211.78,309278.12,2027489.9,Blocked,CC009,Finance,56.2,High,27.839295506915,70.0,82.27393871622057,Three-Way Match Failure,7.0,"Invoice INV0013144 amount ₹1,718,212 is 28.0% OVER the PO value ₹1,341,860, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5361855764521616,7.391189348256008,0.2319754361867643,0.8151652056789884,1.2804705714228055,238,90.0,0,0,0,No single dominant risk factor identified.
INV0013156,2022-09-05 17:42:00,2022-10-05 16:25:00,,VEND0157,PO002036,GR001278,2393718.27,430869.29,2824587.56,Blocked,CC007,Finance,58.9,High,31.57233441824539,70.0,87.0049120614006,Three-Way Match Failure,7.0,"Invoice INV0013156 amount ₹2,393,718 is 25.8% UNDER the PO value ₹3,224,770, exceeding the 5% tolerance. This indicates possible price manipulation or goods shortfall.",Flag for priority review. Notify cost centre owner. Investigate within 5 business days.,1,Three-Way Match Failure,0.5582050710431203,5.911660401012668,0.2630810650639215,-0.3238068333107882,0.7422911779631981,175,90.0,0,0,0,No single dominant risk factor identified.
